,body_text,label,body_text_clean,body_text_tokenized,body_text_nostop,body_text_stemmed,body_text_pos
52,I think #ReachForTheStars is the next single from @iamwill featuring @britneyspears .....just look britney's last tweet,NOT_SARCASM,i think is the next single from iamwill featuring britneyspears just look britneys last tweet,"['i', 'think', 'is', 'the', 'next', 'single', 'from', 'iamwill', 'featuring', 'britneyspears', 'just', 'look', 'britneys', 'last', 'tweet']","['think', 'next', 'single', 'iamwill', 'featuring', 'britneyspears', 'look', 'britneys', 'last', 'tweet']","['think', 'next', 'singl', 'iamwil', 'featur', 'britneyspear', 'look', 'britney', 'last', 'tweet']","['think_VB', 'next_JJ', 'singl_NN', 'iamwil_NN', 'featur_NN', 'britneyspear_JJ', 'look_NN', 'britney_NN', 'last_JJ', 'tweet_NN']"
53,"CINCINNATI     (AP) -- Lunar pioneers plan to attend a private service in Ohio for astronaut Neil Armstrong, fol... http://t.co/UeAPQzvK",NOT_SARCASM,cincinnati ap lunar pioneers plan to attend a private service in ohio for astronaut neil armstrong fol,"['cincinnati', 'ap', 'lunar', 'pioneers', 'plan', 'to', 'attend', 'a', 'private', 'service', 'in', 'ohio', 'for', 'astronaut', 'neil', 'armstrong', 'fol']","['cincinnati', 'ap', 'lunar', 'pioneers', 'plan', 'attend', 'private', 'service', 'ohio', 'astronaut', 'neil', 'armstrong', 'fol']","['cincinnati', 'ap', 'lunar', 'pioneer', 'plan', 'attend', 'privat', 'servic', 'ohio', 'astronaut', 'neil', 'armstrong', 'fol']","['cincinnati_NN', 'ap_NN', 'lunar_NN', 'pioneer_NN', 'plan_NN', 'attend_VBP', 'privat_NN', 'servic_NN', 'ohio_NN', 'astronaut_NN', 'neil_FW', 'armstrong_JJ', 'fol_NN']"
54,You jogging ah? No la i dancing *started dancing* #Sarcasm,NOT_SARCASM,you jogging ah no la i dancing started dancing,"['you', 'jogging', 'ah', 'no', 'la', 'i', 'dancing', 'started', 'dancing']","['jogging', 'ah', 'la', 'dancing', 'started', 'dancing']","['jog', 'ah', 'la', 'danc', 'start', 'danc']","['jog_NN', 'ah_NN', 'la_NN', 'danc_JJ', 'start_NN', 'danc_NN']"
55,but it's cool never again,NOT_SARCASM,but its cool never again,"['but', 'its', 'cool', 'never', 'again']","['cool', 'never']","['cool', 'never']","['cool_NN', 'never_RB']"
56,From Hanamasa with MUM Family. Whadda great moment :)  Menu for today : 4 sehat 5 semaput :D #gagaldiet,NOT_SARCASM,from hanamasa with mum family whadda great moment menu for today sehat semaput d,"['from', 'hanamasa', 'with', 'mum', 'family', 'whadda', 'great', 'moment', 'menu', 'for', 'today', 'sehat', 'semaput', 'd']","['hanamasa', 'mum', 'family', 'whadda', 'great', 'moment', 'menu', 'today', 'sehat', 'semaput']","['hanamasa', 'mum', 'famili', 'whadda', 'great', 'moment', 'menu', 'today', 'sehat', 'semaput']","['hanamasa_NN', 'mum_NN', 'famili_JJ', 'whadda_NN', 'great_JJ', 'moment_NN', 'menu_NN', 'today_NN', 'sehat_WP', 'semaput_VBD']"
57,You're dragged down by the very people who claim they're trying to inspire.,NOT_SARCASM,youre dragged down by the very people who claim theyre trying to inspire,"['youre', 'dragged', 'down', 'by', 'the', 'very', 'people', 'who', 'claim', 'theyre', 'trying', 'to', 'inspire']","['youre', 'dragged', 'people', 'claim', 'theyre', 'trying', 'inspire']","['your', 'drag', 'peopl', 'claim', 'theyr', 'tri', 'inspir']","['your_PRP$', 'drag_NN', 'peopl_NN', 'claim_NN', 'theyr_NN', 'tri_NN', 'inspir_NN']"
58,"while I was working for that...yeah! “@baperebel: @NemoAchida  -  ""My hands almost got cut up today..""”",NOT_SARCASM,while i was working for that yeah baperebel nemoachida my hands almost got cut up today,"['while', 'i', 'was', 'working', 'for', 'that', 'yeah', 'baperebel', 'nemoachida', 'my', 'hands', 'almost', 'got', 'cut', 'up', 'today']","['working', 'yeah', 'baperebel', 'nemoachida', 'hands', 'almost', 'got', 'cut', 'today']","['work', 'yeah', 'baperebel', 'nemoachida', 'hand', 'almost', 'got', 'cut', 'today']","['work_NN', 'yeah_RB', 'baperebel_JJ', 'nemoachida_NN', 'hand_NN', 'almost_RB', 'got_VBD', 'cut_VBN', 'today_NN']"
59,Love the political advice on Twitter. #sarcasm #getinformed,NOT_SARCASM,love the political advice on twitter,"['love', 'the', 'political', 'advice', 'on', 'twitter']","['love', 'political', 'advice', 'twitter']","['love', 'polit', 'advic', 'twitter']","['love_VB', 'polit_NN', 'advic_RB', 'twitter_NN']"
60,What wonderful weather we are having right now... #sarcasm,SARCASM,what wonderful weather we are having right now,"['what', 'wonderful', 'weather', 'we', 'are', 'having', 'right', 'now']","['wonderful', 'weather', 'right']","['wonder', 'weather', 'right']","['wonder_NN', 'weather_NN', 'right_NN']"
61,"@KyleLove74 Nope, I can't stand to lick envelopes either.....yuck!",NOT_SARCASM,kylelove nope i cant stand to lick envelopes either yuck,"['kylelove', 'nope', 'i', 'cant', 'stand', 'to', 'lick', 'envelopes', 'either', 'yuck']","['kylelove', 'nope', 'cant', 'stand', 'lick', 'envelopes', 'either', 'yuck']","['kylelov', 'nope', 'cant', 'stand', 'lick', 'envelop', 'either', 'yuck']","['kylelov_NNS', 'nope_VBP', 'cant_JJ', 'stand_NN', 'lick_NN', 'envelop_VBP', 'either_DT', 'yuck_NN']"
62,Pretty excited about one of the activities Tom &amp; I came up with for veteran training. #surprises.,NOT_SARCASM,pretty excited about one of the activities tom amp i came up with for veteran training,"['pretty', 'excited', 'about', 'one', 'of', 'the', 'activities', 'tom', 'amp', 'i', 'came', 'up', 'with', 'for', 'veteran', 'training']","['pretty', 'excited', 'one', 'activities', 'tom', 'amp', 'came', 'veteran', 'training']","['pretti', 'excit', 'one', 'activ', 'tom', 'amp', 'came', 'veteran', 'train']","['pretti_NNS', 'excit_VBP', 'one_CD', 'activ_NN', 'tom_NN', 'amp_NN', 'came_VBD', 'veteran_NN', 'train_NN']"
63,I can't wait to go to the oyster fest ^.^ #sarcasm,NOT_SARCASM,i cant wait to go to the oyster fest,"['i', 'cant', 'wait', 'to', 'go', 'to', 'the', 'oyster', 'fest']","['cant', 'wait', 'go', 'oyster', 'fest']","['cant', 'wait', 'go', 'oyster', 'fest']","['cant_JJ', 'wait_NN', 'go_VBP', 'oyster_RB', 'fest_RB']"
64,Those dreams were beyond f-ed up last night. #GreatStartForTheDay #Sarcasm 😔,SARCASM,those dreams were beyond f ed up last night,"['those', 'dreams', 'were', 'beyond', 'f', 'ed', 'up', 'last', 'night']","['dreams', 'beyond', 'f', 'ed', 'last', 'night']","['dream', 'beyond', 'f', 'ed', 'last', 'night']","['dream_NN', 'beyond_IN', 'f_NN', 'ed_NN', 'last_JJ', 'night_NN']"
65,Dirt under your finger nails has to be the most disgusting looking thing ever,NOT_SARCASM,dirt under your finger nails has to be the most disgusting looking thing ever,"['dirt', 'under', 'your', 'finger', 'nails', 'has', 'to', 'be', 'the', 'most', 'disgusting', 'looking', 'thing', 'ever']","['dirt', 'finger', 'nails', 'disgusting', 'looking', 'thing', 'ever']","['dirt', 'finger', 'nail', 'disgust', 'look', 'thing', 'ever']","['dirt_NN', 'finger_NN', 'nail_NN', 'disgust_NN', 'look_NN', 'thing_NN', 'ever_RB']"
66,Spending the night in NA... #wooo #sarcasm,NOT_SARCASM,spending the night in na,"['spending', 'the', 'night', 'in', 'na']","['spending', 'night', 'na']","['spend', 'night', 'na']","['spend_VB', 'night_NN', 'na_NN']"
67,I wanna go to an american school omg :(,NOT_SARCASM,i wanna go to an american school omg,"['i', 'wan', 'na', 'go', 'to', 'an', 'american', 'school', 'omg']","['wan', 'na', 'go', 'american', 'school', 'omg']","['wan', 'na', 'go', 'american', 'school', 'omg']","['wan_NN', 'na_TO', 'go_VB', 'american_JJ', 'school_NN', 'omg_NN']"
68,"@heynikole twitter is not your personal diary, you should be a little more vague... #sarcasm when are you coming to meeeee",NOT_SARCASM,heynikole twitter is not your personal diary you should be a little more vague when are you coming to meeeee,"['heynikole', 'twitter', 'is', 'not', 'your', 'personal', 'diary', 'you', 'should', 'be', 'a', 'little', 'more', 'vague', 'when', 'are', 'you', 'coming', 'to', 'meeeee']","['heynikole', 'twitter', 'personal', 'diary', 'little', 'vague', 'coming', 'meeeee']","['heynikol', 'twitter', 'person', 'diari', 'littl', 'vagu', 'come', 'meeeee']","['heynikol_NN', 'twitter_NN', 'person_NN', 'diari_JJ', 'littl_NN', 'vagu_NN', 'come_VBP', 'meeeee_NN']"
69,Booty call has successfully been completed xD wowwwwwww @purrrtyRinT,NOT_SARCASM,booty call has successfully been completed xd wowwwwwww purrrtyrint,"['booty', 'call', 'has', 'successfully', 'been', 'completed', 'xd', 'wowwwwwww', 'purrrtyrint']","['booty', 'call', 'successfully', 'completed', 'xd', 'wowwwwwww', 'purrrtyrint']","['booti', 'call', 'success', 'complet', 'xd', 'wowwwwwww', 'purrrtyrint']","['booti_NN', 'call_NN', 'success_NN', 'complet_NN', 'xd_NNP', 'wowwwwwww_NN', 'purrrtyrint_NN']"
70,"Gonna have to do another unfollow spree later today, yeah, those are always fun. #Sarcasm #DamnYouFollowLimit",SARCASM,gonna have to do another unfollow spree later today yeah those are always fun,"['gon', 'na', 'have', 'to', 'do', 'another', 'unfollow', 'spree', 'later', 'today', 'yeah', 'those', 'are', 'always', 'fun']","['gon', 'na', 'another', 'unfollow', 'spree', 'later', 'today', 'yeah', 'always', 'fun']","['gon', 'na', 'anoth', 'unfollow', 'spree', 'later', 'today', 'yeah', 'alway', 'fun']","['gon_NN', 'na_TO', 'anoth_DT', 'unfollow_JJ', 'spree_NN', 'later_RB', 'today_NN', 'yeah_VB', 'alway_RB', 'fun_NN']"
71,"I love finding out who your true friends are. It's seriously just the best. (:
#sarcasm",NOT_SARCASM,i love finding out who your true friends are its seriously just the best,"['i', 'love', 'finding', 'out', 'who', 'your', 'true', 'friends', 'are', 'its', 'seriously', 'just', 'the', 'best']","['love', 'finding', 'true', 'friends', 'seriously', 'best']","['love', 'find', 'true', 'friend', 'serious', 'best']","['love_VB', 'find_NN', 'true_JJ', 'friend_RB', 'serious_JJ', 'best_JJS']"
72,The school board's wisest budget cut has to be the one that includes new MacBook's for faculty members...#Sarcasm,SARCASM,the school boards wisest budget cut has to be the one that includes new macbooks for faculty members,"['the', 'school', 'boards', 'wisest', 'budget', 'cut', 'has', 'to', 'be', 'the', 'one', 'that', 'includes', 'new', 'macbooks', 'for', 'faculty', 'members']","['school', 'boards', 'wisest', 'budget', 'cut', 'one', 'includes', 'new', 'macbooks', 'faculty', 'members']","['school', 'board', 'wisest', 'budget', 'cut', 'one', 'includ', 'new', 'macbook', 'faculti', 'member']","['school_NN', 'board_NN', 'wisest_JJS', 'budget_NN', 'cut_NN', 'one_CD', 'includ_NN', 'new_JJ', 'macbook_NN', 'faculti_NN', 'member_NN']"
73,"We're hiring a new Kiosk Supervisor! Think you have what it takes? Then apply! 

http://t.co/QpSGVw8i

Deadline is September 7th, at Noon!",NOT_SARCASM,were hiring a new kiosk supervisor think you have what it takes then apply deadline is september th at noon,"['were', 'hiring', 'a', 'new', 'kiosk', 'supervisor', 'think', 'you', 'have', 'what', 'it', 'takes', 'then', 'apply', 'deadline', 'is', 'september', 'th', 'at', 'noon']","['hiring', 'new', 'kiosk', 'supervisor', 'think', 'takes', 'apply', 'deadline', 'september', 'th', 'noon']","['hire', 'new', 'kiosk', 'supervisor', 'think', 'take', 'appli', 'deadlin', 'septemb', 'th', 'noon']","['hire_VB', 'new_JJ', 'kiosk_NN', 'supervisor_NN', 'think_VBP', 'take_VB', 'appli_JJ', 'deadlin_NN', 'septemb_NN', 'th_NN', 'noon_NN']"
74,@Vicsterrrrr it's mint #sarcasm,NOT_SARCASM,vicsterrrrr its mint,"['vicsterrrrr', 'its', 'mint']","['vicsterrrrr', 'mint']","['vicsterrrrr', 'mint']","['vicsterrrrr_NNS', 'mint_NN']"
75,@reniueo reply via bbm ya renee hihi,NOT_SARCASM,reniueo reply via bbm ya renee hihi,"['reniueo', 'reply', 'via', 'bbm', 'ya', 'renee', 'hihi']","['reniueo', 'reply', 'via', 'bbm', 'ya', 'renee', 'hihi']","['reniueo', 'repli', 'via', 'bbm', 'ya', 'rene', 'hihi']","['reniueo_NN', 'repli_NN', 'via_IN', 'bbm_NN', 'ya_NN', 'rene_NN', 'hihi_NN']"
76,"People protesting in favour of ""men's affairs"" in front of Parliament - yes, the poor plight of the middle class white man... #sarcasm",SARCASM,people protesting in favour of mens affairs in front of parliament yes the poor plight of the middle class white man,"['people', 'protesting', 'in', 'favour', 'of', 'mens', 'affairs', 'in', 'front', 'of', 'parliament', 'yes', 'the', 'poor', 'plight', 'of', 'the', 'middle', 'class', 'white', 'man']","['people', 'protesting', 'favour', 'mens', 'affairs', 'front', 'parliament', 'yes', 'poor', 'plight', 'middle', 'class', 'white', 'man']","['peopl', 'protest', 'favour', 'men', 'affair', 'front', 'parliament', 'ye', 'poor', 'plight', 'middl', 'class', 'white', 'man']","['peopl_NN', 'protest_JJS', 'favour_JJ', 'men_NNS', 'affair_VBP', 'front_JJ', 'parliament_NN', 'ye_NN', 'poor_JJ', 'plight_NN', 'middl_NN', 'class_NN', 'white_JJ', 'man_NN']"
77,If you appreciate my nerdy tendencies #TheLoveIsReal,NOT_SARCASM,if you appreciate my nerdy tendencies,"['if', 'you', 'appreciate', 'my', 'nerdy', 'tendencies']","['appreciate', 'nerdy', 'tendencies']","['appreci', 'nerdi', 'tendenc']","['appreci_NN', 'nerdi_NN', 'tendenc_NN']"
78,Traveling first class from Paris. Is it worth the price? http://t.co/06dnax39,NOT_SARCASM,traveling first class from paris is it worth the price,"['traveling', 'first', 'class', 'from', 'paris', 'is', 'it', 'worth', 'the', 'price']","['traveling', 'first', 'class', 'paris', 'worth', 'price']","['travel', 'first', 'class', 'pari', 'worth', 'price']","['travel_NN', 'first_RB', 'class_NN', 'pari_NN', 'worth_JJ', 'price_NN']"
79,I keep waking up and falling back to sleep,NOT_SARCASM,i keep waking up and falling back to sleep,"['i', 'keep', 'waking', 'up', 'and', 'falling', 'back', 'to', 'sleep']","['keep', 'waking', 'falling', 'back', 'sleep']","['keep', 'wake', 'fall', 'back', 'sleep']","['keep_VB', 'wake_NN', 'fall_NN', 'back_RB', 'sleep_JJ']"
80,@edstetzer: Only took you 14 mins to decide?  I can only hope you give the DNC equal time. #sarcasm,NOT_SARCASM,edstetzer only took you mins to decide i can only hope you give the dnc equal time,"['edstetzer', 'only', 'took', 'you', 'mins', 'to', 'decide', 'i', 'can', 'only', 'hope', 'you', 'give', 'the', 'dnc', 'equal', 'time']","['edstetzer', 'took', 'mins', 'decide', 'hope', 'give', 'dnc', 'equal', 'time']","['edstetz', 'took', 'min', 'decid', 'hope', 'give', 'dnc', 'equal', 'time']","['edstetz_NN', 'took_VBD', 'min_NN', 'decid_NN', 'hope_VBP', 'give_VB', 'dnc_JJ', 'equal_JJ', 'time_NN']"
81,Slapen #twexit,NOT_SARCASM,slapen,['slapen'],['slapen'],['slapen'],['slapen_VB']
82,"In a bit of initially unplanned synergy, @RotoPat breaks down the @Rotoworld_BB crew's recent NFL slow draft: http://t.co/Aknvzfnb",NOT_SARCASM,in a bit of initially unplanned synergy rotopat breaks down the rotoworld bb crews recent nfl slow draft,"['in', 'a', 'bit', 'of', 'initially', 'unplanned', 'synergy', 'rotopat', 'breaks', 'down', 'the', 'rotoworld', 'bb', 'crews', 'recent', 'nfl', 'slow', 'draft']","['bit', 'initially', 'unplanned', 'synergy', 'rotopat', 'breaks', 'rotoworld', 'bb', 'crews', 'recent', 'nfl', 'slow', 'draft']","['bit', 'initi', 'unplan', 'synergi', 'rotopat', 'break', 'rotoworld', 'bb', 'crew', 'recent', 'nfl', 'slow', 'draft']","['bit_NN', 'initi_JJ', 'unplan_JJ', 'synergi_NN', 'rotopat_NN', 'break_NN', 'rotoworld_NN', 'bb_NN', 'crew_VBD', 'recent_JJ', 'nfl_RB', 'slow_JJ', 'draft_NN']"
83,"I love when I'm doing dishes at work &amp; the water spills all over me, its the best . #sarcasm",SARCASM,i love when im doing dishes at work amp the water spills all over me its the best,"['i', 'love', 'when', 'im', 'doing', 'dishes', 'at', 'work', 'amp', 'the', 'water', 'spills', 'all', 'over', 'me', 'its', 'the', 'best']","['love', 'im', 'dishes', 'work', 'amp', 'water', 'spills', 'best']","['love', 'im', 'dish', 'work', 'amp', 'water', 'spill', 'best']","['love_VB', 'im_JJ', 'dish_JJ', 'work_NN', 'amp_JJ', 'water_NN', 'spill_NN', 'best_JJS']"
84,"Being awake this early to pack up my stuff and move rooms sucks. But on the plus side, FAIR TODAY! 😄 #soexcited  #sarcasm 😣 #carnilife",NOT_SARCASM,being awake this early to pack up my stuff and move rooms sucks but on the plus side fair today,"['being', 'awake', 'this', 'early', 'to', 'pack', 'up', 'my', 'stuff', 'and', 'move', 'rooms', 'sucks', 'but', 'on', 'the', 'plus', 'side', 'fair', 'today']","['awake', 'early', 'pack', 'stuff', 'move', 'rooms', 'sucks', 'plus', 'side', 'fair', 'today']","['awak', 'earli', 'pack', 'stuff', 'move', 'room', 'suck', 'plu', 'side', 'fair', 'today']","['awak_NN', 'earli_VBZ', 'pack_NN', 'stuff_NN', 'move_NN', 'room_NN', 'suck_VBD', 'plu_JJ', 'side_NN', 'fair_NN', 'today_NN']"
85,"I like the way you french.. Inhale ,do it again ❤",NOT_SARCASM,i like the way you french inhale do it again,"['i', 'like', 'the', 'way', 'you', 'french', 'inhale', 'do', 'it', 'again']","['like', 'way', 'french', 'inhale']","['like', 'way', 'french', 'inhal']","['like_IN', 'way_NN', 'french_JJ', 'inhal_NN']"
86,Love you more than this #kodeASIKASIK *poke @denis_aqsa :p hahah,NOT_SARCASM,love you more than this poke denis aqsa p hahah,"['love', 'you', 'more', 'than', 'this', 'poke', 'denis', 'aqsa', 'p', 'hahah']","['love', 'poke', 'denis', 'aqsa', 'p', 'hahah']","['love', 'poke', 'deni', 'aqsa', 'p', 'hahah']","['love_VB', 'poke_NN', 'deni_NN', 'aqsa_NN', 'p_NN', 'hahah_NN']"
87,Love that my last summer night is spent reading #nerdstatus #procrastination #sarcasm,SARCASM,love that my last summer night is spent reading,"['love', 'that', 'my', 'last', 'summer', 'night', 'is', 'spent', 'reading']","['love', 'last', 'summer', 'night', 'spent', 'reading']","['love', 'last', 'summer', 'night', 'spent', 'read']","['love_NN', 'last_JJ', 'summer_NN', 'night_NN', 'spent_VBN', 'read_NN']"
88,At Least The Line In The Book Store Isn't Long. -___- #Sarcasm,NOT_SARCASM,at least the line in the book store isnt long,"['at', 'least', 'the', 'line', 'in', 'the', 'book', 'store', 'isnt', 'long']","['least', 'line', 'book', 'store', 'isnt', 'long']","['least', 'line', 'book', 'store', 'isnt', 'long']","['least_JJS', 'line_NN', 'book_NN', 'store_NN', 'isnt_NN', 'long_RB']"
89,@amirahhMartin thats just who i ammm :/ i help people in times like thesee,NOT_SARCASM,amirahhmartin thats just who i ammm i help people in times like thesee,"['amirahhmartin', 'thats', 'just', 'who', 'i', 'ammm', 'i', 'help', 'people', 'in', 'times', 'like', 'thesee']","['amirahhmartin', 'thats', 'ammm', 'help', 'people', 'times', 'like', 'thesee']","['amirahhmartin', 'that', 'ammm', 'help', 'peopl', 'time', 'like', 'these']","['amirahhmartin_NN', 'that_WDT', 'ammm_VBZ', 'help_VB', 'peopl_JJ', 'time_NN', 'like_IN', 'these_DT']"
90,@yousrhammad @mordy_2012 انا مقتنع براى وهقنعك وممكن بكره القيكى بتتجوزى :D,NOT_SARCASM,yousrhammad mordy d,"['yousrhammad', 'mordy', 'd']","['yousrhammad', 'mordy']","['yousrhammad', 'mordi']","['yousrhammad_NN', 'mordi_NN']"
91,"Siplah, dtunggu Yªaªaђ transferan na Yªaªaђ wkwkw RT @_indriinapasha: Iya [ɑ̲̅κ̲̅u̲̅] (cont) http://t.co/ii6WsAvI",NOT_SARCASM,siplah dtunggu y a a transferan na y a a wkwkw rt indriinapasha iya u cont,"['siplah', 'dtunggu', 'y', 'a', 'a', 'transferan', 'na', 'y', 'a', 'a', 'wkwkw', 'rt', 'indriinapasha', 'iya', 'u', 'cont']","['siplah', 'dtunggu', 'transferan', 'na', 'wkwkw', 'rt', 'indriinapasha', 'iya', 'u', 'cont']","['siplah', 'dtunggu', 'transferan', 'na', 'wkwkw', 'rt', 'indriinapasha', 'iya', 'u', 'cont']","['siplah_NN', 'dtunggu_NN', 'transferan_VBD', 'na_RB', 'wkwkw_JJ', 'rt_NN', 'indriinapasha_NN', 'iya_NN', 'u_JJ', 'cont_NN']"
